nome,squadra1516,pg1516,mv1516,mf1516,gf1516,gs1516,rp1516,rc1516,rplus1516,rminus1516,ass1516,asf1516,amm1516,esp1516,au1516,squadra1617,pg1617,mv1617,mf1617,gf1617,gs1617,rp1617,rc1617,rplus1617,rminus1617,ass1617,asf1617,amm1617,esp1617,au1617,squadra1718,pg1718,mv1718,mf1718,gf1718,gs1718,rp1718,rc1718,rplus1718,rminus1718,ass1718,asf1718,amm1718,esp1718,au1718,squadra1819,pg1819,mv1819,mf1819,gf1819,gs1819,rp1819,rc1819,rplus1819,rminus1819,ass1819,asf1819,amm1819,esp1819,au1819
SORRENTINO,Palermo,35,6.36,4.69,0,58,0,0,0,0,0,0,1,0,0,Chievo,34,6.26,4.72,0,52,0,0,0,0,0,0,1,0,0,Chievo,38,6.29,4.95,0,59,3,0,0,0,0,0,2,0,0,Chievo,31,6.29,4.52,0,60,2,0,0,0,0,0,2,0,0
GOLDANIGA,Palermo,15,5.8,6.07,2,0,0,0,0,0,0,0,5,0,0,Palermo,28,5.43,5.34,2,0,0,0,0,0,0,0,11,1,1,Sassuolo,13,5.92,5.88,1,0,0,0,0,0,0,0,3,2,0,Frosinone,29,5.57,5.6,1,0,0,0,0,0,1,0,6,0,0
GONZALEZ G,Palermo,35,5.56,5.46,2,0,0,0,0,0,0,0,11,0,2,Palermo,20,5.5,5.38,1,0,0,0,0,0,0,0,7,2,0,Bologna,22,5.61,5.43,0,0,0,0,0,0,0,0,4,2,0,Bologna,11,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
HILJEMARK,Palermo,38,5.74,6.05,4,0,0,0,0,0,1,1,4,0,0,Genoa,26,5.62,5.83,2,0,0,0,0,0,0,0,1,0,0,Genoa,15,5.9,6.07,0,0,0,0,0,0,3,0,1,0,0,Genoa,15,5.7,5.9,1,0,0,0,0,0,0,0,0,0,0
PEZZELLA GIU,Palermo,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0,0,Palermo,10,5.35,5.3,0,0,0,0,0,0,0,0,1,0,0,Udinese,14,5.5,5.32,0,0,0,0,0,0,0,0,3,1,0,Genoa,5,5.2,4.9,0,0,0,0,0,0,0,0,1,1,0
CRISTANTE,Palermo,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,Atalanta,25,6,6.4,3,0,0,0,0,0,2,0,2,0,0,Atalanta,36,6.1,6.81,9,0,0,1,0,1,3,0,3,0,0,Roma,35,5.87,6.13,4,0,0,0,0,0,2,0,10,0,0
CIONEK,Palermo,5,6.2,6,0,0,0,0,0,0,0,0,2,0,0,Palermo,28,5.68,5.54,0,0,0,0,0,0,0,0,8,0,0,SPAL,15,6.17,6.2,1,0,0,0,0,0,0,0,5,0,0,SPAL,30,5.77,5.58,0,0,0,0,0,0,2,0,12,2,0
PEROTTI,Roma,31,6.27,6.77,3,0,0,1,1,0,6,1,3,2,0,Roma,27,6.26,7.33,1,0,0,7,7,0,6,0,2,0,0,Roma,23,6.17,6.74,3,0,0,4,2,2,4,0,0,0,0,Roma,13,6,7.04,2,0,0,3,3,0,0,0,3,0,0
SZCZESNY,Roma,34,6.21,5.19,0,34,0,0,0,0,0,0,1,0,0,Roma,38,6.28,5.43,0,38,2,0,0,0,0,0,0,0,0,Juventus,17,6.06,5.53,0,9,0,0,0,0,0,0,0,0,0,Juventus,28,6.14,5.54,0,20,1,0,0,0,0,0,0,0,0
MANOLAS,Roma,37,6.04,6.11,2,0,0,0,0,0,2,0,7,0,1,Roma,32,6.11,6,0,0,0,0,0,0,0,0,7,0,0,Roma,29,6.02,6.22,2,0,0,0,0,0,0,0,0,0,0,Roma,27,6.06,6.06,1,0,0,0,0,0,0,0,6,0,0
DE ROSSI,Roma,23,6.07,6.09,1,0,0,0,0,0,1,1,9,0,0,Roma,28,6.09,6.46,2,0,0,2,2,0,2,1,9,0,0,Roma,21,5.9,5.9,1,0,0,0,0,0,1,0,6,1,0,Roma,18,6.19,6.33,1,0,0,0,0,0,1,0,3,0,0
FLORENZI,Roma,33,6.14,6.8,7,0,0,0,0,0,3,0,4,0,0,Roma,9,6.17,6.33,0,0,0,0,0,0,2,1,3,0,0,Roma,31,6,6.13,1,0,0,1,0,1,5,0,2,0,0,Roma,29,6.03,6.31,3,0,0,0,0,0,1,1,4,1,0
NAINGGOLAN,Roma,35,6.33,6.7,6,0,0,0,0,0,1,0,10,1,0,Roma,36,6.39,7.33,11,0,0,0,0,0,2,0,2,0,0,Roma,31,6.23,6.77,4,0,0,0,0,0,9,0,6,1,0,Inter,28,6.21,6.91,6,0,0,0,0,0,3,0,3,0,0
PJANIC,Roma,33,6.44,7.41,9,0,0,1,1,0,7,3,10,1,1,Juventus,30,6.18,6.87,5,0,0,0,0,0,3,5,5,0,0,Juventus,31,6.32,6.92,5,0,0,0,0,0,7,1,5,0,1,Juventus,30,6.12,6.37,2,0,0,0,0,0,2,3,5,1,0
STROOTMAN,Roma,3,6.33,6.5,0,0,0,0,0,0,1,0,1,0,0,Roma,33,6.3,6.76,4,0,0,0,0,0,6,0,6,0,0,Roma,29,5.84,5.88,1,0,0,0,0,0,0,0,4,0,0,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
IAGO FALQUE,Roma,21,5.74,6.05,2,0,0,0,0,0,1,0,1,0,0,Torino,34,6.13,7.25,10,0,0,3,2,1,6,0,2,0,0,Torino,36,6.18,7.35,12,0,0,0,0,0,6,1,2,0,0,Torino,25,6.22,7.08,6,0,0,0,0,0,3,1,1,0,0
ZUKANOVIC,Roma,23,5.59,5.74,3,0,0,0,0,0,1,0,7,1,1,Atalanta,18,5.94,5.92,0,0,0,0,0,0,0,0,1,0,0,Genoa,31,5.97,5.79,0,0,0,0,0,0,1,0,5,0,2,Genoa,24,5.69,5.58,0,0,0,0,0,0,0,0,5,0,0
DZEKO,Roma,28,5.75,6.57,6,0,0,2,2,0,2,0,4,1,0,Roma,37,6.62,8.97,28,0,0,3,1,2,8,0,4,0,0,Roma,36,6.21,7.57,16,0,0,0,0,0,4,0,6,0,0,Roma,33,6,6.83,9,0,0,0,0,0,5,0,9,0,0
EL SHAARAWY,Roma,16,6.31,7.94,8,0,0,0,0,0,2,0,0,0,0,Roma,29,6.16,7.12,8,0,0,0,0,0,4,0,0,0,0,Roma,32,5.92,6.72,7,0,0,0,0,0,5,0,1,0,0,Roma,28,6.18,7.43,11,0,0,0,0,0,3,0,2,0,0
RANOCCHIA,Sampdoria,19,5.55,5.37,0,0,0,0,0,0,0,0,5,1,0,Inter,5,5,4.8,0,0,0,0,0,0,0,0,2,0,0,Inter,7,6.14,6.43,2,0,0,0,0,0,0,0,4,0,1,Inter,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
VIVIANO,Sampdoria,37,6.41,5.19,0,56,4,0,0,0,0,0,2,0,0,Sampdoria,17,6.38,5.24,0,20,1,0,0,0,0,0,5,0,0,Sampdoria,27,6.15,4.89,0,43,4,0,0,0,0,0,2,0,1,SPAL,17,6.29,4.82,0,25,0,0,0,0,0,0,0,0,0
DE SILVESTRI,Sampdoria,17,6.06,6.24,1,0,0,0,0,0,2,0,4,0,0,Torino,16,5.84,6.12,1,0,0,0,0,0,1,1,1,0,0,Torino,35,6.04,6.46,5,0,0,0,0,0,2,0,3,1,0,Torino,31,6,6.29,2,0,0,0,0,0,4,0,2,0,0
SALAMON,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cagliari,10,5.45,5.4,0,0,0,0,0,0,0,0,1,0,0,SPAL,20,5.7,5.48,0,0,0,0,0,0,0,0,5,0,1,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,0,3,0,0
SILVESTRE,Sampdoria,25,5.54,5.4,0,0,0,0,0,0,0,0,7,0,0,Sampdoria,36,6,6,0,0,0,0,0,0,2,0,2,1,0,Sampdoria,34,5.96,5.94,1,0,0,0,0,0,0,0,3,0,1,Empoli,34,5.84,5.87,2,0,0,0,0,0,0,0,6,0,1
BARRETO,Sampdoria,28,5.59,5.57,0,0,0,0,0,0,1,0,3,0,0,Sampdoria,32,5.97,6.06,2,0,0,0,0,0,0,0,4,1,0,Sampdoria,26,5.67,5.67,1,0,0,0,0,0,0,0,4,1,0,Sampdoria,11,6.05,6.14,0,0,0,0,0,0,2,0,2,0,0
QUAGLIARELLA,Sampdoria,31,5.85,6.61,7,0,0,1,1,0,0,0,1,0,0,Sampdoria,36,5.94,6.92,9,0,0,4,3,1,3,0,2,0,0,Sampdoria,35,6.24,7.87,12,0,0,8,7,1,5,0,4,0,0,Sampdoria,37,6.43,8.64,17,0,0,10,9,1,7,0,1,0,0
SALA,Sampdoria,22,5.61,5.48,0,0,0,0,0,0,0,1,8,0,0,Sampdoria,20,5.62,5.5,0,0,0,0,0,0,0,0,5,0,0,Sampdoria,13,5.62,5.5,0,0,0,0,0,0,0,0,1,1,0,Sampdoria,19,5.87,5.79,0,0,0,0,0,0,1,0,5,0,0
PEREIRA P,Sampdoria,9,5.61,5.72,0,0,0,0,0,0,1,0,0,0,0,Sampdoria,10,5.45,5.2,0,0,0,0,0,0,0,0,5,0,0,Genoa,6,5.92,5.75,0,0,0,0,0,0,0,0,2,0,0,Genoa,20,5.52,5.5,0,0,0,0,0,0,0,0,1,0,0
SKRINIAR,Sampdoria,2,5.5,5,0,0,0,0,0,0,0,0,1,1,0,Sampdoria,35,5.7,5.61,0,0,0,0,0,0,0,0,4,1,0,Inter,38,6.28,6.51,4,0,0,0,0,0,0,0,2,0,1,Inter,35,6.1,5.99,0,0,0,0,0,0,0,0,4,0,1
CONSIGLI,Sassuolo,37,6.15,5.16,0,38,2,0,0,0,0,0,3,1,1,Sassuolo,37,6.35,5.01,0,56,3,0,0,0,0,0,1,0,1,Sassuolo,37,6.24,4.73,0,58,1,0,0,0,0,0,2,0,0,Sassuolo,36,6.25,4.89,0,56,3,0,0,0,0,0,2,1,0
ACERBI,Sassuolo,36,6.35,6.64,4,0,0,0,0,0,0,0,3,0,0,Sassuolo,38,6.16,6.45,3,0,0,1,1,0,0,0,2,0,0,Sassuolo,38,5.93,5.83,0,0,0,0,0,0,0,0,4,0,1,Lazio,37,6.14,6.31,3,0,0,0,0,0,0,0,3,1,0
DELL'ORCO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sassuolo,9,5.78,5.78,0,0,0,0,0,0,0,0,0,0,0,Sassuolo,7,6.07,6.07,0,0,0,0,0,0,0,0,0,0,0,Empoli,14,5.89,6.14,1,0,0,0,0,0,1,0,1,0,0
GAZZOLA,Sassuolo,8,6,6.06,0,0,0,0,0,0,1,0,1,0,0,Sassuolo,16,5.75,5.72,0,0,0,0,0,0,1,0,3,0,0,Sassuolo,9,5.78,5.72,0,0,0,0,0,0,0,0,1,0,0,Parma,16,5.81,5.91,1,0,0,0,0,0,0,0,3,0,0
PELUSO,Sassuolo,34,5.84,5.79,1,0,0,0,0,0,1,0,11,0,0,Sassuolo,33,5.71,5.65,1,0,0,0,0,0,1,0,12,0,0,Sassuolo,31,5.73,5.69,1,0,0,0,0,0,1,0,10,0,0,Sassuolo,16,5.62,5.66,1,0,0,0,0,0,0,0,5,0,0
DUNCAN,Sassuolo,31,6.06,6.15,1,0,0,0,0,0,2,0,5,0,0,Sassuolo,19,5.92,5.97,1,0,0,0,0,0,0,0,4,0,0,Sassuolo,26,5.77,5.73,0,0,0,0,0,0,1,0,4,0,0,Sassuolo,24,6.1,6.6,4,0,0,0,0,0,4,0,6,1,0
MAGNANELLI,Sassuolo,34,6.09,6.06,1,0,0,0,0,0,0,0,8,0,0,Sassuolo,14,6.07,6.21,1,0,0,0,0,0,0,0,2,0,0,Sassuolo,30,5.75,5.53,0,0,0,0,0,0,0,0,9,2,0,Sassuolo,23,5.87,5.76,0,0,0,0,0,0,0,0,3,1,0
MISSIROLI,Sassuolo,23,6.22,6.3,2,0,0,0,0,0,0,0,6,1,0,Sassuolo,12,6,5.88,0,0,0,0,0,0,0,0,3,0,0,Sassuolo,35,5.99,6.04,1,0,0,0,0,0,1,0,4,0,0,SPAL,34,5.87,5.74,0,0,0,0,0,0,0,0,9,0,0
PELLEGRINI LO,Sassuolo,16,5.84,6.22,3,0,0,0,0,0,0,0,4,1,0,Sassuolo,28,6.14,6.88,5,0,0,1,1,0,5,2,7,1,0,Roma,26,5.96,6.31,3,0,0,0,0,0,1,1,2,1,0,Roma,25,6.18,6.46,2,0,0,0,0,0,2,2,6,0,0
BERARDI,Sassuolo,27,6.17,6.72,4,0,0,5,3,2,4,2,10,1,0,Sassuolo,21,6.24,6.95,3,0,0,3,2,1,5,1,6,0,0,Sassuolo,31,5.56,5.65,2,0,0,4,2,2,0,1,7,1,0,Sassuolo,35,6.1,6.77,7,0,0,1,1,0,2,1,5,1,0
FALCINELLI,Sassuolo,21,5.9,6.21,1,0,0,1,1,0,1,0,1,0,0,Crotone,36,6.08,7.12,11,0,0,2,2,0,2,0,7,0,0,Fiorentina,29,5.64,5.84,2,0,0,0,0,0,1,0,2,0,0,Bologna,11,5.45,5.55,0,0,0,0,0,0,1,0,0,0,0
POLITANO,Sassuolo,21,6.19,6.88,5,0,0,0,0,0,1,0,3,0,0,Sassuolo,32,6.27,6.81,3,0,0,2,2,0,4,1,5,0,0,Sassuolo,36,6.14,6.9,10,0,0,2,0,2,4,0,1,0,0,Inter,36,6.04,6.51,5,0,0,0,0,0,4,1,4,1,0
DEFREL,Sassuolo,31,5.92,6.63,7,0,0,0,0,0,3,0,2,1,0,Sassuolo,29,6.17,7.43,11,0,0,1,1,0,1,0,1,0,0,Roma,12,5.58,5.79,0,0,0,1,1,0,0,0,1,0,0,Sampdoria,35,5.97,6.94,11,0,0,0,0,0,2,0,2,0,0
TROTTA,Sassuolo,6,5.67,6.17,1,0,0,0,0,0,0,0,0,0,0,Crotone,27,5.8,6.24,2,0,0,1,1,0,4,0,2,0,0,Crotone,32,5.94,6.53,5,0,0,3,2,1,2,0,2,0,0,Frosinone,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0,0
ADJAPONG,Sassuolo,1,6,6,0,0,0,0,0,0,0,0,0,0,0,Sassuolo,6,5.67,5.92,1,0,0,0,0,0,0,0,3,0,0,Sassuolo,15,5.9,5.73,0,0,0,0,0,0,1,0,5,1,0,Sassuolo,4,6,6.62,1,0,0,0,0,0,0,0,1,0,0
BELOTTI,Torino,34,6.21,7.29,8,0,0,4,4,0,3,0,4,0,0,Torino,35,6.56,8.54,24,0,0,5,2,3,3,0,5,0,0,Torino,32,5.94,6.75,10,0,0,2,0,2,3,0,2,0,0,Torino,37,6.19,7.28,10,0,0,6,5,1,1,0,5,0,0
GOMIS A,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPAL,25,6.12,4.52,0,43,1,0,0,0,0,0,0,0,0,SPAL,20,6.05,4.7,0,27,0,0,0,0,0,0,0,0,0
PADELLI,Torino,35,6.03,4.5,0,50,0,0,0,0,0,0,3,0,1,Torino,2,6,4,0,4,0,0,0,0,0,0,0,0,0,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAKSIMOVIC,Torino,16,5.66,5.62,0,0,0,0,0,0,1,0,3,0,0,Napoli,8,5.56,5.88,1,0,0,0,0,0,0,0,1,0,0,Napoli,1,6,6,0,0,0,0,0,0,0,0,0,0,0,Napoli,17,5.88,5.76,0,0,0,0,0,0,0,0,4,0,0
MOLINARO,Torino,26,5.75,5.77,1,0,0,0,0,0,0,0,3,1,0,Torino,10,5.75,5.85,0,0,0,0,0,0,2,0,2,0,0,Torino,20,5.72,5.72,0,0,0,0,0,0,1,0,2,0,0,Frosinone,14,5.61,5.54,0,0,0,0,0,0,0,0,2,0,0
MORETTI,Torino,35,5.93,5.96,1,0,0,0,0,0,0,0,4,0,0,Torino,23,5.85,5.96,1,0,0,0,0,0,2,0,5,0,0,Torino,22,5.89,5.75,0,0,0,0,0,0,0,0,6,0,0,Torino,23,5.96,5.85,0,0,0,0,0,0,0,0,5,0,0
ACQUAH,Torino,29,5.97,6.09,2,0,0,0,0,0,2,0,9,0,0,Torino,16,5.97,6.09,2,0,0,0,0,0,0,0,2,3,0,Torino,16,5.72,5.75,1,0,0,0,0,0,0,0,3,1,0,Empoli,22,5.91,6.09,2,0,0,0,0,0,0,0,4,0,0
BASELLI,Torino,33,6.21,6.52,4,0,0,0,0,0,0,1,6,0,0,Torino,34,6.09,6.62,6,0,0,0,0,0,3,0,6,0,0,Torino,31,5.81,6.02,4,0,0,0,0,0,1,0,11,1,0,Torino,34,6.07,6.38,4,0,0,0,0,0,1,0,5,0,0
BENASSI,Torino,28,6.07,6.3,3,0,0,0,0,0,1,0,7,0,0,Torino,27,6,6.54,5,0,0,0,0,0,2,0,5,0,0,Fiorentina,35,5.86,6.26,5,0,0,0,0,0,2,0,6,0,0,Fiorentina,32,5.89,6.44,7,0,0,0,0,0,0,0,5,1,0
OBI,Torino,8,5.69,5.88,1,0,0,0,0,0,0,0,1,1,0,Torino,20,5.82,5.8,0,0,0,0,0,0,1,0,3,0,0,Torino,21,6.14,6.83,5,0,0,0,0,0,1,0,3,0,0,Chievo,10,5.75,6,1,0,0,0,0,0,0,0,1,0,0
IMMOBILE,Torino,14,6.36,7.36,3,0,0,3,2,1,3,0,2,0,0,Lazio,36,6.36,8.26,17,0,0,6,6,0,2,0,5,0,0,Lazio,33,6.48,9.2,22,0,0,8,7,1,8,0,3,1,0,Lazio,35,6.04,7.41,11,0,0,4,4,0,6,0,6,0,0
KARNEZIS,Udinese,38,6.13,4.63,0,60,1,0,0,0,0,0,0,0,0,Udinese,33,6.12,4.71,0,45,0,0,0,0,0,0,3,0,0,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napoli,9,6.11,5.33,0,7,0,0,0,0,0,0,0,0,0
ADNAN,Udinese,28,6.02,6.05,1,0,0,0,0,0,1,0,6,0,0,Udinese,14,5.57,5.5,0,0,0,0,0,0,0,0,2,0,0,Udinese,22,5.95,5.82,0,0,0,0,0,0,1,0,4,0,1,Atalanta,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
DANILO,Udinese,34,5.75,5.56,0,0,0,0,0,0,0,0,9,2,0,Udinese,36,5.83,5.79,2,0,0,0,0,0,0,0,9,1,1,Udinese,32,5.77,5.67,1,0,0,0,0,0,0,0,8,0,1,Bologna,35,6.01,6.04,1,0,0,0,0,0,0,0,4,0,0
HEURTAUX,Udinese,14,5.71,5.57,0,0,0,0,0,0,0,0,4,0,0,Udinese,9,5.78,5.72,0,0,0,0,0,0,1,0,3,0,0,Verona,17,5.47,5.35,0,0,0,0,0,0,0,0,2,1,0,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAGUE,Udinese,21,5.6,5.43,0,0,0,0,0,0,0,0,5,1,0,Udinese,6,5.42,5.25,0,0,0,0,0,0,0,0,2,0,0,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0,0,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0,0
BADU,Udinese,33,6.11,6.41,4,0,0,0,0,0,1,0,6,0,0,Udinese,28,6.05,6.12,0,0,0,0,0,0,3,0,2,0,0,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udinese,3,6,6,0,0,0,0,0,0,0,0,0,0,0
VERRE,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pescara,28,5.77,5.73,0,0,0,0,0,0,1,0,2,1,0,Sampdoria,7,5.57,5.43,0,0,0,0,0,0,0,0,2,0,0,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERICA,Udinese,10,5.85,6.4,2,0,0,0,0,0,0,0,1,0,0,Udinese,26,5.94,6.62,6,0,0,0,0,0,1,0,4,0,0,Udinese,20,5.58,5.58,1,0,0,0,0,0,0,0,6,0,0,Frosinone,7,5.07,4.86,0,0,0,0,0,0,0,0,3,0,0
THEREAU,Udinese,35,6.07,7.04,11,0,0,0,0,0,3,0,2,1,0,Udinese,33,5.88,6.86,11,0,0,2,1,1,1,0,3,0,0,Fiorentina,20,6,7.15,3,0,0,4,4,0,3,0,2,0,0,Cagliari,4,5.75,5.75,0,0,0,0,0,0,0,0,1,0,0
ZAPATA D,Udinese,24,6.06,7.04,8,0,0,0,0,0,2,0,6,0,0,Udinese,38,5.88,6.68,9,0,0,1,1,0,2,0,3,0,0,Sampdoria,30,6.22,7.4,11,0,0,0,0,0,3,0,1,0,0,Atalanta,37,6.45,8.35,22,0,0,2,1,1,7,0,5,0,0
HALLFREDSSON,Udinese,26,5.9,5.73,0,0,0,0,0,0,1,0,11,0,0,Udinese,27,5.96,5.89,0,0,0,0,0,0,2,1,10,0,0,Udinese,16,5.78,5.5,0,0,0,0,0,0,0,0,5,0,1,Udinese,8,5.5,5.75,1,0,0,0,0,0,0,0,2,0,0
FELIPE,Udinese,26,5.81,5.71,1,0,0,0,0,0,1,0,11,1,0,Udinese,32,5.84,5.83,1,0,0,0,0,0,1,0,9,0,0,SPAL,30,5.78,5.75,1,0,0,0,0,0,0,0,6,1,0,SPAL,28,5.84,5.96,3,0,0,0,0,0,1,0,13,0,0
BALIC,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Udinese,4,6,6.62,1,0,0,0,0,0,0,0,1,0,0,Udinese,17,5.62,5.62,0,0,0,0,0,0,0,1,2,0,0,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLLINI,Verona,26,6.21,4.48,0,44,0,0,0,0,0,0,2,0,0,Atalanta,4,6.12,5.75,0,1,0,0,0,0,0,0,1,0,0,Atalanta,7,6.07,5.5,0,4,0,0,0,0,0,0,0,0,0,Atalanta,20,6.22,5.15,0,21,0,0,0,0,0,0,1,0,0
RAFAEL,Verona,12,5.67,4.08,0,18,0,0,0,0,0,0,0,1,0,Cagliari,21,6.29,5.19,0,32,3,0,0,0,0,0,0,0,0,Cagliari,10,6.1,4.95,0,11,0,0,0,0,0,0,1,0,0,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELANDER,Verona,24,5.69,5.85,2,0,0,0,0,0,0,0,4,0,0,Bologna,10,5.65,5.8,1,0,0,0,0,0,0,0,3,0,0,Bologna,28,5.86,5.75,0,0,0,0,0,0,0,0,6,0,0,Bologna,19,5.74,5.58,0,0,0,0,0,0,0,0,6,0,0
IONITA,Verona,29,5.9,6.34,4,0,0,0,0,0,2,0,2,0,0,Cagliari,17,6.03,6.47,3,0,0,0,0,0,1,0,5,0,0,Cagliari,35,5.76,5.73,0,0,0,0,0,0,1,0,4,0,0,Cagliari,37,5.76,5.97,3,0,0,0,0,0,2,0,4,1,0
VIVIANI,Verona,19,6.16,6.79,3,0,0,0,0,0,0,6,4,1,0,Bologna,15,6.03,6.4,2,0,0,0,0,0,2,0,3,1,0,SPAL,29,6.07,6.19,3,0,0,1,0,1,1,1,9,0,0,Frosinone,5,5.4,5.3,0,0,0,0,0,0,0,0,1,0,0
SAMIR,Verona,3,5.83,6.67,1,0,0,0,0,0,0,0,1,0,0,Udinese,21,6.05,6.07,0,0,0,0,0,0,2,0,3,0,0,Udinese,31,5.56,5.48,2,0,0,0,0,0,0,0,7,1,2,Udinese,21,5.88,6.05,2,0,0,0,0,0,1,0,7,0,0