id,r1516,nome,squadra1516,pg1516,mv1516,mf1516,gf1516,gs1516,rp1516,rc1516,rplus1516,rminus1516,ass1516,asf1516,amm1516,esp1516,au1516,r1617,squadra1617,pg1617,mv1617,mf1617,gf1617,gs1617,rp1617,rc1617,rplus1617,rminus1617,ass1617,asf1617,amm1617,esp1617,au1617,r1718,squadra1718,pg1718,mv1718,mf1718,gf1718,gs1718,rp1718,rc1718,rplus1718,rminus1718,ass1718,asf1718,amm1718,esp1718,au1718,r1819,squadra1819,pg1819,mv1819,mf1819,gf1819,gs1819,rp1819,rc1819,rplus1819,rminus1819,ass1819,asf1819,amm1819,esp1819,au1819
375,C,SUSO,Genoa,20,6.22,7.08,6,0,0,0,0,0,0,1,4,0,0,C,Milan,34,6.32,6.96,7,0,0,1,0,1,6,0,5,0,0,C,Milan,35,6.19,6.84,6,0,0,0,0,0,7,0,2,1,0,A,Milan,35,6.16,6.87,7,0,0,0,0,0,9,0,8,1,0
251,D,ANDREOLLI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,Inter,4,6.12,6.88,1,0,0,0,0,0,0,0,0,0,0,D,Cagliari,22,5.68,5.57,0,0,0,0,0,0,0,0,5,0,0,D,Chievo,10,5.4,5.25,0,0,0,0,0,0,0,0,3,0,0
248,P,BERNI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,C,BESSA,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Genoa,25,5.82,6.16,3,0,0,0,0,0,2,0,5,0,0,C,Genoa,32,5.84,5.88,1,0,0,0,0,0,1,1,8,0,0
276,A,BIABIANY,Inter,17,6.09,6.29,1,0,0,0,0,0,2,0,3,0,0,C,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Parma,17,5.62,5.5,0,0,0,0,0,0,0,0,4,0,0
265,C,BROZOVIC,Inter,30,6.02,6.43,4,0,0,0,0,0,3,1,7,0,0,C,Inter,23,5.98,6.39,4,0,0,0,0,0,1,0,7,0,0,C,Inter,28,6.21,6.8,4,0,0,0,0,0,5,4,9,0,0,C,Inter,32,5.91,5.94,2,0,0,0,0,0,0,1,10,1,0
253,D,D'AMBROSIO,Inter,18,5.94,6.14,2,0,0,0,0,0,0,0,3,1,0,D,Inter,32,5.83,6.11,3,0,0,0,0,0,2,0,4,0,0,D,Inter,34,5.93,6.1,2,0,0,0,0,0,3,0,6,0,0,D,Inter,29,5.95,6.19,2,0,0,0,0,0,4,0,6,0,0
250,P,HANDANOVIC,Inter,36,6.32,5.39,0,34,1,0,0,0,0,0,5,0,0,P,Inter,37,6.32,5.03,0,47,1,0,0,0,0,0,4,0,1,P,Inter,38,6.29,5.45,0,30,0,0,0,0,0,0,0,0,1,P,Inter,38,6.18,5.32,0,33,0,0,0,0,0,0,0,0,0
277,A,ICARDI,Inter,31,6.13,7.69,15,0,0,2,1,1,4,0,1,0,0,A,Inter,34,6.19,8.26,21,0,0,4,3,1,4,0,1,0,1,A,Inter,34,6.35,8.82,23,0,0,7,6,1,1,0,2,0,0,A,Inter,29,5.88,7.05,6,0,0,6,5,1,4,0,0,0,0
256,D,JUAN JESUS,Inter,17,5.74,5.65,0,0,0,0,0,0,0,0,3,0,0,D,Roma,17,5.79,5.65,0,0,0,0,0,0,0,0,5,0,0,D,Roma,20,5.72,5.58,0,0,0,0,0,0,0,0,4,1,0,D,Roma,18,5.78,5.72,1,0,0,0,0,0,0,0,4,0,1
478,A,LJAJIC,Inter,20,6.02,6.58,3,0,0,0,0,0,3,0,2,0,0,A,Torino,33,6.11,7,9,0,0,2,1,1,1,4,5,0,0,A,Torino,27,6.33,7.3,6,0,0,0,0,0,4,5,2,0,0,A,Torino,1,6,6,0,0,0,0,0,0,0,0,0,0,0
257,D,MIRANDA,Inter,32,6.16,6.16,1,0,0,0,0,0,2,0,6,2,0,D,Inter,32,5.88,5.78,0,0,0,0,0,0,0,0,6,0,0,D,Inter,31,6.03,5.9,0,0,0,0,0,0,0,0,8,0,0,D,Inter,14,5.82,5.71,0,0,0,0,0,0,0,0,3,0,0
280,A,PALACIO,Inter,20,6.18,6.55,2,0,0,0,0,0,4,0,5,0,0,A,Inter,11,5.86,6,0,0,0,0,0,0,2,0,1,0,0,A,Bologna,27,6.11,6.46,4,0,0,0,0,0,2,0,9,0,0,A,Bologna,28,6.3,6.73,3,0,0,0,0,0,6,0,6,0,0
704,C,PERISIC,Inter,33,6.08,6.79,7,0,0,0,0,0,5,0,5,0,0,C,Inter,36,6.12,7.18,11,0,0,0,0,0,7,0,2,1,0,C,Inter,37,6.05,7.08,11,0,0,0,0,0,8,1,4,0,1,C,Inter,34,6.03,6.72,6,0,0,2,2,0,3,1,5,0,1
262,D,SANTON,Inter,11,5.73,5.68,0,0,0,0,0,0,0,0,1,0,0,D,Inter,12,5.58,5.62,0,0,0,0,0,0,1,0,1,0,0,D,Inter,13,5.54,5.46,0,0,0,0,0,0,0,0,2,0,0,D,Roma,13,5.69,5.77,0,0,0,0,0,0,1,0,0,0,0
662,D,ALEX SANDRO,Juventus,19,6.45,6.74,2,0,0,0,0,0,3,0,5,1,0,D,Juventus,26,6.23,6.52,3,0,0,0,0,0,3,0,5,0,1,D,Juventus,26,6.08,6.54,4,0,0,0,0,0,4,0,8,0,0,D,Juventus,29,6.05,6.14,1,0,0,0,0,0,3,0,7,0,0
295,C,ASAMOAH,Juventus,8,6.31,6.38,0,0,0,0,0,0,1,0,1,0,0,C,Juventus,17,6.12,6.12,0,0,0,0,0,0,1,0,2,0,0,D,Juventus,19,6.11,6,0,0,0,0,0,0,0,0,4,0,0,D,Inter,32,6.02,5.95,0,0,0,0,0,0,1,0,6,0,0
285,D,BARZAGLI,Juventus,31,6.27,6.34,1,0,0,0,0,0,0,0,2,0,0,D,Juventus,20,6.12,6.08,0,0,0,0,0,0,0,0,2,0,0,D,Juventus,20,6.02,5.92,0,0,0,0,0,0,1,0,2,0,1,D,Juventus,4,6,6,0,0,0,0,0,0,0,0,0,0,0
286,D,BONUCCI,Juventus,36,6.15,6.29,3,0,0,0,0,0,1,0,6,0,1,D,Juventus,29,6.09,6.31,3,0,0,0,0,0,0,0,5,0,0,D,Milan,35,5.83,5.9,2,0,0,0,0,0,0,0,5,1,0,D,Juventus,29,6.02,6.29,3,0,0,0,0,0,0,0,2,0,0
288,D,CHIELLINI,Juventus,24,6.17,6.17,1,0,0,0,0,0,0,0,4,1,0,D,Juventus,20,6.1,6.35,2,0,0,0,0,0,1,0,4,0,0,D,Juventus,24,6.21,6.21,0,0,0,0,0,0,1,0,2,0,0,D,Juventus,23,6.35,6.46,1,0,0,0,0,0,1,0,3,0,0
697,C,CUADRADO,Juventus,26,6.4,6.98,4,0,0,0,0,0,3,1,2,0,0,C,Juventus,30,5.98,6.25,2,0,0,0,0,0,5,1,8,0,0,C,Juventus,20,6.35,7.12,4,0,0,0,0,0,6,0,5,0,0,C,Juventus,16,5.78,5.97,1,0,0,0,0,0,2,0,4,0,0
309,A,DYBALA,Juventus,33,6.47,8.39,13,0,0,6,6,0,5,2,1,0,0,A,Juventus,29,6.55,7.9,8,0,0,3,3,0,5,2,2,0,0,A,Juventus,33,6.45,8.42,19,0,0,5,3,2,3,2,0,0,0,A,Juventus,27,5.94,6.56,4,0,0,1,1,0,2,0,2,0,0
299,C,KHEDIRA,Juventus,19,6.29,7.11,5,0,0,0,0,0,3,0,3,1,0,C,Juventus,31,6.05,6.6,5,0,0,0,0,0,3,0,2,0,0,C,Juventus,26,6.17,7.27,9,0,0,0,0,0,2,0,1,0,0,C,Juventus,10,6.1,6.7,2,0,0,0,0,0,0,0,0,0,0
312,A,MANDZUKIC,Juventus,27,6.3,7.35,10,0,0,0,0,0,1,0,5,0,0,A,Juventus,32,6.17,6.81,7,0,0,0,0,0,2,0,5,0,0,A,Juventus,32,5.88,6.33,5,0,0,0,0,0,2,0,3,1,0,A,Juventus,25,6.36,7.6,9,0,0,0,0,0,6,0,4,0,0
300,C,MARCHISIO,Juventus,22,6.27,6.18,0,0,0,0,0,0,1,1,8,0,0,C,Juventus,18,6.28,6.44,1,0,0,0,0,0,1,0,2,0,0,C,Juventus,12,6.04,6.08,0,0,0,0,0,0,1,0,1,0,0,C,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,C,PADOIN,Juventus,8,5.69,5.94,1,0,0,0,0,0,0,0,2,0,0,C,Cagliari,28,5.68,5.71,1,0,0,0,0,0,1,0,6,0,0,D,Cagliari,37,5.73,5.76,1,0,0,0,0,0,0,0,4,0,0,C,Cagliari,28,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
294,D,RUGANI,Juventus,15,6.2,6.13,0,0,0,0,0,0,0,0,2,0,0,D,Juventus,14,6.5,6.79,2,0,0,0,0,0,0,0,4,0,0,D,Juventus,22,6.14,6.39,2,0,0,0,0,0,1,0,3,0,0,D,Juventus,15,5.93,6.23,2,0,0,0,0,0,0,0,3,0,0
305,C,STURARO,Juventus,17,5.74,5.74,1,0,0,0,0,0,0,0,6,0,0,C,Juventus,16,5.91,5.75,0,0,0,0,0,0,0,0,5,0,0,C,Juventus,11,5.77,5.73,0,0,0,0,0,0,0,0,1,0,0,C,Genoa,5,5.7,6.1,1,0,0,0,0,0,0,0,0,1,0
319,D,BASTA,Lazio,22,5.7,5.59,0,0,0,0,0,0,0,0,1,0,1,D,Lazio,27,5.94,6.09,1,0,0,0,0,0,2,0,2,0,0,D,Lazio,11,5.95,6.05,0,0,0,0,0,0,1,0,0,0,0,D,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,P,BERISHA E,Lazio,11,6.05,5.09,0,13,1,0,0,0,0,0,1,0,0,P,Atalanta,26,6.17,5.13,0,26,0,0,0,0,0,0,2,0,0,P,Atalanta,31,6.13,5.13,0,34,1,0,0,0,0,0,0,0,0,P,Atalanta,18,5.97,4.56,0,25,0,0,0,0,0,0,1,0,0
331,C,BIGLIA,Lazio,27,6.33,6.65,2,0,0,2,2,0,0,2,9,1,0,C,Lazio,28,6,6.18,1,0,0,5,3,2,1,2,8,0,0,C,Milan,26,5.83,5.88,1,0,0,0,0,0,1,0,5,0,0,C,Milan,15,5.93,6.03,1,0,0,0,0,0,0,0,3,0,0
332,C,CANDREVA,Lazio,30,6.32,7.15,4,0,0,8,6,2,3,0,4,0,0,C,Inter,38,6.07,6.67,6,0,0,1,0,1,8,1,2,0,0,C,Inter,34,6.07,6.25,0,0,0,0,0,0,7,1,4,0,0,C,Inter,11,6,6.27,1,0,0,0,0,0,0,0,0,0,0
333,C,CATALDI,Lazio,18,5.69,5.75,1,0,0,0,0,0,3,0,8,1,0,C,Genoa,22,5.84,5.84,1,0,0,0,0,0,0,1,8,0,0,C,Benevento,29,5.59,5.62,1,0,0,0,0,0,2,1,8,1,0,C,Lazio,11,6.09,6.64,2,0,0,0,0,0,0,1,2,0,0
322,D,DE VRIJ,Lazio,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0,D,Lazio,27,6.24,6.48,2,0,0,0,0,0,2,0,3,0,0,D,Lazio,36,6.25,6.74,6,0,0,0,0,0,1,0,3,0,0,D,Inter,28,6.07,6.18,2,0,0,0,0,0,0,0,2,0,1
344,A,DJORDJEVIC,Lazio,23,5.52,5.93,3,0,0,0,0,0,2,0,1,1,0,A,Lazio,12,5.58,5.58,0,0,0,0,0,0,0,0,0,0,0,A,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Chievo,12,5.42,5.62,1,0,0,0,0,0,0,0,1,0,0
345,A,KEITA B,Lazio,30,6.18,6.53,4,0,0,0,0,0,1,0,5,0,0,A,Lazio,31,6.65,8.23,14,0,0,2,2,0,4,0,4,1,0,A,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Inter,21,6.02,6.76,5,0,0,0,0,0,2,0,1,1,0
338,C,LULIC,Lazio,30,5.85,6.07,3,0,0,0,0,0,3,0,9,1,0,C,Lazio,31,6.16,6.56,3,0,0,0,0,0,8,0,7,1,0,C,Lazio,35,5.96,6.19,2,0,0,1,1,0,5,0,6,1,1,C,Lazio,35,5.9,6.2,4,0,0,0,0,0,1,0,5,0,0
318,P,MARCHETTI,Lazio,29,6.24,5.1,0,39,2,0,0,0,0,0,0,0,0,P,Lazio,17,6.18,5.24,0,22,2,0,0,0,0,0,0,0,0,P,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Genoa,4,5.75,3.12,0,10,0,0,0,0,0,0,1,0,0
380,A,MATRI,Lazio,18,5.58,6.22,4,0,0,0,0,0,1,0,1,1,0,A,Sassuolo,28,5.84,6.68,8,0,0,0,0,0,0,0,1,0,0,A,Sassuolo,20,5.85,5.98,2,0,0,3,1,2,0,0,1,0,0,A,Sassuolo,15,5.7,6.03,2,0,0,0,0,0,0,0,3,0,0
645,C,MILINKOVIC-SAVIC,Lazio,23,6.02,6,1,0,0,0,0,0,0,0,5,1,0,C,Lazio,34,6.22,6.63,4,0,0,0,0,0,6,0,8,0,0,C,Lazio,35,6.49,7.49,12,0,0,0,0,0,3,0,8,0,0,C,Lazio,31,5.87,6.31,5,0,0,0,0,0,3,0,7,1,0
342,C,PAROLO,Lazio,30,5.85,6,3,0,0,0,0,0,0,0,9,0,0,C,Lazio,34,6.06,6.34,5,0,0,0,0,0,0,0,11,0,0,C,Lazio,31,6.03,6.52,4,0,0,0,0,0,5,0,2,1,0,C,Lazio,32,6.17,6.55,4,0,0,0,0,0,3,0,7,0,0
327,D,PATRIC,Lazio,8,5.69,5.44,0,0,0,0,0,0,0,0,2,1,0,D,Lazio,16,5.75,5.69,0,0,0,0,0,0,1,0,4,0,0,D,Lazio,10,5.9,5.95,0,0,0,0,0,0,1,0,1,0,0,D,Lazio,14,5.75,5.71,0,0,0,0,0,0,0,0,1,0,0
329,D,RADU,Lazio,13,5.62,5.5,0,0,0,0,0,0,1,0,3,1,0,D,Lazio,29,5.78,5.84,2,0,0,0,0,0,1,0,10,0,0,D,Lazio,31,5.82,5.73,0,0,0,0,0,0,2,0,8,1,0,D,Lazio,28,5.8,5.75,0,0,0,0,0,0,1,0,5,0,0
353,D,ABATE,Milan,26,6.12,6.13,1,0,0,0,0,0,1,0,7,0,0,D,Milan,23,5.7,5.74,0,0,0,0,0,0,2,0,2,0,0,D,Milan,16,5.75,5.84,1,0,0,0,0,0,0,0,3,0,0,D,Milan,18,6.06,5.94,0,0,0,0,0,0,0,0,4,0,0
356,D,ANTONELLI,Milan,28,6.09,6.41,3,0,0,0,0,0,1,0,2,0,0,D,Milan,6,6.17,6.08,0,0,0,0,0,0,0,0,1,0,0,D,Milan,3,5.33,5.17,0,0,0,0,0,0,0,0,1,0,0,D,Empoli,12,5.83,5.88,0,0,0,0,0,0,1,0,1,0,0
366,C,BERTOLACCI,Milan,25,5.76,5.8,1,0,0,0,0,0,1,0,6,0,0,C,Milan,13,5.88,6,1,0,0,0,0,0,0,0,3,0,0,C,Genoa,33,5.83,5.79,1,0,0,0,0,0,0,0,7,1,0,C,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,C,BONAVENTURA,Milan,33,6.26,6.89,6,0,0,0,0,0,4,3,8,0,0,C,Milan,19,6.47,6.87,3,0,0,0,0,0,0,0,3,0,0,C,Milan,32,6.02,6.81,8,0,0,0,0,0,3,0,3,0,0,C,Milan,8,6.12,7.25,3,0,0,0,0,0,0,0,0,0,0
357,D,CALABRIA,Milan,6,6,5.67,0,0,0,0,0,0,0,0,4,0,0,D,Milan,11,5.82,5.77,0,0,0,0,0,0,1,0,3,0,0,D,Milan,18,5.97,6.25,1,0,0,0,0,0,3,0,0,1,0,D,Milan,25,5.9,5.96,1,0,0,0,0,0,1,0,5,0,0
358,D,DE SCIGLIO,Milan,22,5.52,5.45,0,0,0,0,0,0,0,0,3,0,0,D,Milan,25,5.66,5.58,0,0,0,0,0,0,0,0,4,0,0,D,Juventus,12,6.42,6.62,1,0,0,0,0,0,0,0,1,0,0,D,Juventus,20,6.02,6.02,0,0,0,0,0,0,1,0,2,0,0
350,P,DONNARUMMA G,Milan,29,6.34,5.29,0,29,0,0,0,0,0,0,3,0,0,P,Milan,38,6.32,5.26,0,45,2,0,0,0,0,0,2,0,0,P,Milan,38,6.09,4.91,0,42,0,0,0,0,0,0,2,0,1,P,Milan,35,6.33,5.47,0,31,1,0,0,0,0,0,4,0,0
827,C,LOCATELLI M,Milan,1,5,4.5,0,0,0,0,0,0,0,0,1,0,0,C,Milan,25,5.92,6.02,2,0,0,0,0,0,0,0,7,0,0,C,Milan,15,5.93,5.8,0,0,0,0,0,0,0,0,4,0,0,C,Sassuolo,26,5.94,6.21,2,0,0,0,0,0,2,2,7,0,0
371,C,MAURI J,Milan,4,6,5.75,0,0,0,0,0,0,0,0,2,0,0,C,Empoli,14,5.71,5.57,0,0,0,0,0,0,0,0,4,0,0,C,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Milan,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0,0
372,C,MONTOLIVO,Milan,31,5.79,5.74,0,0,0,0,0,0,1,0,5,0,0,C,Milan,9,5.94,5.83,0,0,0,0,0,0,0,0,2,0,0,C,Milan,16,5.78,5.88,1,0,0,0,0,0,1,0,3,1,0,C,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,A,NIANG,Milan,15,6.13,7.37,3,0,0,2,2,0,3,1,1,0,0,A,Milan,14,5.68,5.96,2,0,0,3,1,2,2,0,0,1,0,A,Torino,24,5.75,6.19,4,0,0,0,0,0,1,0,5,0,0,A,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,A,PETAGNA,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Atalanta,33,6.29,6.89,5,0,0,0,0,0,6,0,2,0,0,A,Atalanta,29,5.95,6.36,4,0,0,0,0,0,3,0,6,0,0,A,SPAL,36,6.1,7.32,10,0,0,6,6,0,0,0,8,0,0
374,C,POLI,Milan,12,5.83,5.88,0,0,0,0,0,0,1,0,1,0,0,C,Milan,7,5.79,5.71,0,0,0,0,0,0,0,0,1,0,0,C,Bologna,31,5.9,5.94,2,0,0,0,0,0,0,0,8,1,0,C,Bologna,28,6.11,6.48,4,0,0,0,0,0,1,0,5,0,0
460,D,ROMAGNOLI A,Milan,34,5.97,5.82,0,0,0,0,0,0,0,0,8,1,0,D,Milan,27,5.91,5.94,1,0,0,0,0,0,1,0,4,1,0,D,Milan,27,6.04,6.09,2,0,0,0,0,0,0,0,7,1,0,D,Milan,32,6.27,6.28,2,0,0,0,0,0,0,0,5,1,1
365,D,ZAPATA C,Milan,16,5.69,5.75,1,0,0,0,0,0,0,0,4,0,0,D,Milan,14,5.75,5.96,1,0,0,0,0,0,0,0,0,0,0,D,Milan,11,6.09,6,0,0,0,0,0,0,0,0,2,0,0,D,Milan,12,6.08,5.92,0,0,0,0,0,0,0,0,4,0,0
388,D,ALBIOL,Napoli,36,6.06,6.03,1,0,0,0,0,0,1,0,10,0,0,D,Napoli,26,6.17,6.06,0,0,0,0,0,0,1,0,8,0,0,D,Napoli,31,6.24,6.45,3,0,0,0,0,0,1,0,7,0,0,D,Napoli,19,5.79,5.84,1,0,0,0,0,0,0,0,4,0,0
397,C,ALLAN,Napoli,35,6.39,6.7,3,0,0,0,0,0,4,0,4,0,0,C,Napoli,28,6.02,6.18,1,0,0,0,0,0,3,0,3,0,0,C,Napoli,37,6.34,6.74,4,0,0,0,0,0,4,0,2,0,0,C,Napoli,33,6.18,6.18,1,0,0,0,0,0,2,0,10,0,0
406,A,CALLEJON,Napoli,36,6.19,6.83,7,0,0,0,0,0,4,0,4,0,0,A,Napoli,37,6.49,7.89,14,0,0,0,0,0,11,1,2,1,0,A,Napoli,38,6.14,7.18,10,0,0,0,0,0,7,4,3,0,0,A,Napoli,33,6.15,6.71,3,0,0,0,0,0,9,1,1,0,0
640,D,CHIRICHES,Napoli,8,6,6.25,1,0,0,0,0,0,0,0,2,0,0,D,Napoli,13,6.12,6.58,2,0,0,0,0,0,0,0,0,0,0,D,Napoli,7,5.79,5.71,0,0,0,0,0,0,0,0,1,0,0,D,Napoli,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0
385,P,GABRIEL,Napoli,1,6,6,0,3,1,0,0,0,0,0,0,0,0,P,Cagliari,3,5.67,3.17,0,7,0,0,0,0,0,0,1,0,0,P,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,D,GHOULAM,Napoli,34,6.03,6.04,0,0,0,0,0,0,2,0,3,0,0,D,Napoli,27,5.93,6.13,0,0,0,0,0,0,5,1,1,0,0,D,Napoli,11,6.55,7.32,2,0,0,0,0,0,3,0,1,0,0,D,Napoli,15,6,6.33,1,0,0,0,0,0,2,1,2,0,0
27,C,GRASSI,Napoli,13,6.04,5.81,0,0,0,0,0,0,0,0,4,1,0,C,Atalanta,15,5.9,6.03,1,0,0,0,0,0,0,0,2,0,0,C,SPAL,28,6.11,6.38,3,0,0,0,0,0,0,0,3,0,0,C,Parma,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
402,C,HAMSIK,Napoli,38,6.39,6.97,5,0,0,2,1,1,7,0,0,0,0,C,Napoli,38,6.41,7.47,12,0,0,0,0,0,5,0,1,0,0,C,Napoli,38,6.03,6.58,7,0,0,0,0,0,1,0,2,0,0,C,Napoli,13,5.85,5.81,0,0,0,0,0,0,0,0,1,0,0
408,A,HIGUAIN,Napoli,35,6.94,10.04,33,0,0,3,3,0,2,0,1,1,0,A,Juventus,38,6.47,8.43,24,0,0,0,0,0,3,0,1,0,0,A,Juventus,33,6.17,7.56,15,0,0,2,1,1,3,0,4,0,0,A,Milan,15,6,6.93,6,0,0,1,0,1,1,0,2,1,0
140,D,HYSAJ,Napoli,37,6.03,6.01,0,0,0,0,0,0,2,0,5,0,0,D,Napoli,34,5.81,5.63,0,0,0,0,0,0,0,0,8,0,1,D,Napoli,35,5.94,5.91,0,0,0,0,0,0,1,0,2,1,0,D,Napoli,25,5.76,5.76,0,0,0,0,0,0,2,0,4,0,0
409,A,INSIGNE,Napoli,37,6.26,7.45,10,0,0,2,2,0,9,0,2,0,0,A,Napoli,37,6.59,8.24,16,0,0,2,2,0,8,0,2,0,0,A,Napoli,37,6.34,7.2,7,0,0,1,1,0,10,0,4,0,0,A,Napoli,28,6.07,7.07,9,0,0,2,1,1,5,0,6,1,0
392,D,KOULIBALY,Napoli,33,6.32,6.15,0,0,0,0,0,0,0,0,11,0,0,D,Napoli,28,6.27,6.38,2,0,0,0,0,0,0,0,6,0,0,D,Napoli,35,6.3,6.63,5,0,0,0,0,0,0,0,5,1,0,D,Napoli,35,6.27,6.31,2,0,0,0,0,0,1,0,9,1,0
410,A,MERTENS,Napoli,33,6.17,6.67,5,0,0,0,0,0,5,0,7,0,0,A,Napoli,34,6.87,9.4,26,0,0,3,2,1,8,0,6,0,0,A,Napoli,38,6.22,7.67,14,0,0,5,4,1,6,0,4,0,0,A,Napoli,35,6.31,7.96,15,0,0,1,1,0,8,2,1,0,0
386,P,RAFAEL CABRAL,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Napoli,1,6,5,0,1,0,0,0,0,0,0,0,0,0,P,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Sampdoria,2,6,6,0,0,0,0,0,0,0,0,0,0,0
490,D,REGINI,Napoli,14,5.39,5.32,0,0,0,0,0,0,0,0,2,0,0,D,Sampdoria,34,5.66,5.71,0,0,0,0,0,0,4,0,5,0,0,D,Sampdoria,14,5.86,5.79,0,0,0,0,0,0,0,0,2,0,0,D,SPAL,3,6,6,0,0,0,0,0,0,0,0,0,0,0
387,P,REINA,Napoli,37,6.12,5.32,0,29,0,0,0,0,0,0,1,0,0,P,Napoli,37,6.09,5.14,0,38,1,0,0,0,0,0,1,0,0,P,Napoli,37,6.08,5.28,0,29,0,0,0,0,0,0,1,0,0,P,Milan,4,6.38,5.12,0,5,0,0,0,0,0,0,0,0,0
395,D,STRINIC,Napoli,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0,0,D,Napoli,12,6.25,6.29,0,0,0,0,0,0,1,1,3,0,0,D,Sampdoria,15,5.9,5.97,0,0,0,0,0,0,2,0,2,0,0,D,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,C,VALDIFIORI,Napoli,6,5.42,5.17,0,0,0,0,0,0,0,0,3,0,0,C,Torino,24,5.85,5.75,0,0,0,0,0,0,0,0,5,0,0,C,Torino,9,5.5,5.44,0,0,0,0,0,0,0,0,1,0,0,C,SPAL,13,5.88,5.85,0,0,0,0,0,0,0,1,3,0,0
780,D,CIONEK,Palermo,5,6.2,6,0,0,0,0,0,0,0,0,2,0,0,D,Palermo,28,5.68,5.54,0,0,0,0,0,0,0,0,8,0,0,D,SPAL,15,6.17,6.2,1,0,0,0,0,0,0,0,5,0,0,D,SPAL,30,5.77,5.58,0,0,0,0,0,0,2,0,12,2,0
