id,r1516,nome,squadra1516,pg1516,mv1516,mf1516,gf1516,gs1516,rp1516,rc1516,rplus1516,rminus1516,ass1516,asf1516,amm1516,esp1516,au1516,r1617,squadra1617,pg1617,mv1617,mf1617,gf1617,gs1617,rp1617,rc1617,rplus1617,rminus1617,ass1617,asf1617,amm1617,esp1617,au1617,r1718,squadra1718,pg1718,mv1718,mf1718,gf1718,gs1718,rp1718,rc1718,rplus1718,rminus1718,ass1718,asf1718,amm1718,esp1718,au1718,r1819,squadra1819,pg1819,mv1819,mf1819,gf1819,gs1819,rp1819,rc1819,rplus1819,rminus1819,ass1819,asf1819,amm1819,esp1819,au1819
779,C,CRISTANTE,Palermo,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,C,Atalanta,25,6,6.4,3,0,0,0,0,0,2,0,2,0,0,C,Atalanta,36,6.1,6.81,9,0,0,1,0,1,3,0,3,0,0,C,Roma,35,5.87,6.13,4,0,0,0,0,0,2,0,10,0,0
418,D,GOLDANIGA,Palermo,15,5.8,6.07,2,0,0,0,0,0,0,0,5,0,0,D,Palermo,28,5.43,5.34,2,0,0,0,0,0,0,0,11,1,1,D,Sassuolo,13,5.92,5.88,1,0,0,0,0,0,0,0,3,2,0,D,Frosinone,29,5.57,5.6,1,0,0,0,0,0,1,0,6,0,0
419,D,GONZALEZ G,Palermo,35,5.56,5.46,2,0,0,0,0,0,0,0,11,0,2,D,Palermo,20,5.5,5.38,1,0,0,0,0,0,0,0,7,2,0,D,Bologna,22,5.61,5.43,0,0,0,0,0,0,0,0,4,2,0,D,Bologna,11,5.73,5.73,0,0,0,0,0,0,1,0,2,0,0
433,C,HILJEMARK,Palermo,38,5.74,6.05,4,0,0,0,0,0,1,1,4,0,0,C,Genoa,26,5.62,5.83,2,0,0,0,0,0,0,0,1,0,0,C,Genoa,15,5.9,6.07,0,0,0,0,0,0,3,0,1,0,0,C,Genoa,15,5.7,5.9,1,0,0,0,0,0,0,0,0,0,0
770,D,PEZZELLA GIU,Palermo,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0,0,D,Palermo,10,5.35,5.3,0,0,0,0,0,0,0,0,1,0,0,D,Udinese,14,5.5,5.32,0,0,0,0,0,0,0,0,3,1,0,D,Genoa,5,5.2,4.9,0,0,0,0,0,0,0,0,1,1,0
413,P,SORRENTINO,Palermo,35,6.36,4.69,0,58,0,0,0,0,0,0,1,0,0,P,Chievo,34,6.26,4.72,0,52,0,0,0,0,0,0,1,0,0,P,Chievo,38,6.29,4.95,0,59,3,0,0,0,0,0,2,0,0,P,Chievo,31,6.29,4.52,0,60,2,0,0,0,0,0,2,0,0
463,C,DE ROSSI,Roma,23,6.07,6.09,1,0,0,0,0,0,1,1,9,0,0,C,Roma,28,6.09,6.46,2,0,0,2,2,0,2,1,9,0,0,C,Roma,21,5.9,5.9,1,0,0,0,0,0,1,0,6,1,0,C,Roma,18,6.19,6.33,1,0,0,0,0,0,1,0,3,0,0
647,A,DZEKO,Roma,28,5.75,6.57,6,0,0,2,2,0,2,0,4,1,0,A,Roma,37,6.62,8.97,28,0,0,3,1,2,8,0,4,0,0,A,Roma,36,6.21,7.57,16,0,0,0,0,0,4,0,6,0,0,A,Roma,33,6,6.83,9,0,0,0,0,0,5,0,9,0,0
795,A,EL SHAARAWY,Roma,16,6.31,7.94,8,0,0,0,0,0,2,0,0,0,0,A,Roma,29,6.16,7.12,8,0,0,0,0,0,4,0,0,0,0,A,Roma,32,5.92,6.72,7,0,0,0,0,0,5,0,1,0,0,A,Roma,28,6.18,7.43,11,0,0,0,0,0,3,0,2,0,0
464,C,FLORENZI,Roma,33,6.14,6.8,7,0,0,0,0,0,3,0,4,0,0,D,Roma,9,6.17,6.33,0,0,0,0,0,0,2,1,3,0,0,C,Roma,31,6,6.13,1,0,0,1,0,1,5,0,2,0,0,D,Roma,29,6.03,6.31,3,0,0,0,0,0,1,1,4,1,0
475,A,IAGO FALQUE,Roma,21,5.74,6.05,2,0,0,0,0,0,1,0,1,0,0,A,Torino,34,6.13,7.25,10,0,0,3,2,1,6,0,2,0,0,A,Torino,36,6.18,7.35,12,0,0,0,0,0,6,1,2,0,0,A,Torino,25,6.22,7.08,6,0,0,0,0,0,3,1,1,0,0
459,D,MANOLAS,Roma,37,6.04,6.11,2,0,0,0,0,0,2,0,7,0,1,D,Roma,32,6.11,6,0,0,0,0,0,0,0,0,7,0,0,D,Roma,29,6.02,6.22,2,0,0,0,0,0,0,0,0,0,0,D,Roma,27,6.06,6.06,1,0,0,0,0,0,0,0,6,0,0
467,C,NAINGGOLAN,Roma,35,6.33,6.7,6,0,0,0,0,0,1,0,10,1,0,C,Roma,36,6.39,7.33,11,0,0,0,0,0,2,0,2,0,0,C,Roma,31,6.23,6.77,4,0,0,0,0,0,9,0,6,1,0,C,Inter,28,6.21,6.91,6,0,0,0,0,0,3,0,3,0,0
237,C,PEROTTI,Roma,31,6.27,6.77,3,0,0,1,1,0,6,1,3,2,0,C,Roma,27,6.26,7.33,1,0,0,7,7,0,6,0,2,0,0,C,Roma,23,6.17,6.74,3,0,0,4,2,2,4,0,0,0,0,C,Roma,13,6,7.04,2,0,0,3,3,0,0,0,3,0,0
469,C,PJANIC,Roma,33,6.44,7.41,9,0,0,1,1,0,7,3,10,1,1,C,Juventus,30,6.18,6.87,5,0,0,0,0,0,3,5,5,0,0,C,Juventus,31,6.32,6.92,5,0,0,0,0,0,7,1,5,0,1,C,Juventus,30,6.12,6.37,2,0,0,0,0,0,2,3,5,1,0
470,C,STROOTMAN,Roma,3,6.33,6.5,0,0,0,0,0,0,1,0,1,0,0,C,Roma,33,6.3,6.76,4,0,0,0,0,0,6,0,6,0,0,C,Roma,29,5.84,5.88,1,0,0,0,0,0,0,0,4,0,0,C,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0
453,P,SZCZESNY,Roma,34,6.21,5.19,0,34,0,0,0,0,0,0,1,0,0,P,Roma,38,6.28,5.43,0,38,2,0,0,0,0,0,0,0,0,P,Juventus,17,6.06,5.53,0,9,0,0,0,0,0,0,0,0,0,P,Juventus,28,6.14,5.54,0,20,1,0,0,0,0,0,0,0,0
493,D,ZUKANOVIC,Roma,23,5.59,5.74,3,0,0,0,0,0,1,0,7,1,1,D,Atalanta,18,5.94,5.92,0,0,0,0,0,0,0,0,1,0,0,D,Genoa,31,5.97,5.79,0,0,0,0,0,0,1,0,5,0,2,D,Genoa,24,5.69,5.58,0,0,0,0,0,0,0,0,5,0,0
494,C,BARRETO,Sampdoria,28,5.59,5.57,0,0,0,0,0,0,1,0,3,0,0,C,Sampdoria,32,5.97,6.06,2,0,0,0,0,0,0,0,4,1,0,C,Sampdoria,26,5.67,5.67,1,0,0,0,0,0,0,0,4,1,0,C,Sampdoria,11,6.05,6.14,0,0,0,0,0,0,2,0,2,0,0
487,D,DE SILVESTRI,Sampdoria,17,6.06,6.24,1,0,0,0,0,0,2,0,4,0,0,D,Torino,16,5.84,6.12,1,0,0,0,0,0,1,1,1,0,0,D,Torino,35,6.04,6.46,5,0,0,0,0,0,2,0,3,1,0,D,Torino,31,6,6.29,2,0,0,0,0,0,4,0,2,0,0
729,D,PEREIRA P,Sampdoria,9,5.61,5.72,0,0,0,0,0,0,1,0,0,0,0,D,Sampdoria,10,5.45,5.2,0,0,0,0,0,0,0,0,5,0,0,D,Genoa,6,5.92,5.75,0,0,0,0,0,0,0,0,2,0,0,D,Genoa,20,5.52,5.5,0,0,0,0,0,0,0,0,1,0,0
568,A,QUAGLIARELLA,Sampdoria,31,5.85,6.61,7,0,0,1,1,0,0,0,1,0,0,A,Sampdoria,36,5.94,6.92,9,0,0,4,3,1,3,0,2,0,0,A,Sampdoria,35,6.24,7.87,12,0,0,8,7,1,5,0,4,0,0,A,Sampdoria,37,6.43,8.64,17,0,0,10,9,1,7,0,1,0,0
261,D,RANOCCHIA,Sampdoria,19,5.55,5.37,0,0,0,0,0,0,0,0,5,1,0,D,Inter,5,5,4.8,0,0,0,0,0,0,0,0,2,0,0,D,Inter,7,6.14,6.43,2,0,0,0,0,0,0,0,4,0,1,D,Inter,2,6,5.75,0,0,0,0,0,0,0,0,1,0,0
718,A,RODRIGUEZ A,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Chievo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,Empoli,1,6,6,0,0,0,0,0,0,0,0,0,0,0
630,C,SALA,Sampdoria,22,5.61,5.48,0,0,0,0,0,0,0,1,8,0,0,C,Sampdoria,20,5.62,5.5,0,0,0,0,0,0,0,0,5,0,0,D,Sampdoria,13,5.62,5.5,0,0,0,0,0,0,0,0,1,1,0,D,Sampdoria,19,5.87,5.79,0,0,0,0,0,0,1,0,5,0,0
491,D,SALAMON,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,Cagliari,10,5.45,5.4,0,0,0,0,0,0,0,0,1,0,0,D,SPAL,20,5.7,5.48,0,0,0,0,0,0,0,0,5,0,1,D,Frosinone,20,5.82,5.75,0,0,0,0,0,0,0,0,3,0,0
492,D,SILVESTRE,Sampdoria,25,5.54,5.4,0,0,0,0,0,0,0,0,7,0,0,D,Sampdoria,36,6,6,0,0,0,0,0,0,2,0,2,1,0,D,Sampdoria,34,5.96,5.94,1,0,0,0,0,0,0,0,3,0,1,D,Empoli,34,5.84,5.87,2,0,0,0,0,0,0,0,6,0,1
798,D,SKRINIAR,Sampdoria,2,5.5,5,0,0,0,0,0,0,0,0,1,1,0,D,Sampdoria,35,5.7,5.61,0,0,0,0,0,0,0,0,4,1,0,D,Inter,38,6.28,6.51,4,0,0,0,0,0,0,0,2,0,1,D,Inter,35,6.1,5.99,0,0,0,0,0,0,0,0,4,0,1
484,P,VIVIANO,Sampdoria,37,6.41,5.19,0,56,4,0,0,0,0,0,2,0,0,P,Sampdoria,17,6.38,5.24,0,20,1,0,0,0,0,0,5,0,0,P,Sampdoria,27,6.15,4.89,0,43,4,0,0,0,0,0,2,0,1,P,SPAL,17,6.29,4.82,0,25,0,0,0,0,0,0,0,0,0
513,D,ACERBI,Sassuolo,36,6.35,6.64,4,0,0,0,0,0,0,0,3,0,0,D,Sassuolo,38,6.16,6.45,3,0,0,1,1,0,0,0,2,0,0,D,Sassuolo,38,5.93,5.83,0,0,0,0,0,0,0,0,4,0,1,D,Lazio,37,6.14,6.31,3,0,0,0,0,0,0,0,3,1,0
824,D,ADJAPONG,Sassuolo,1,6,6,0,0,0,0,0,0,0,0,0,0,0,D,Sassuolo,6,5.67,5.92,1,0,0,0,0,0,0,0,3,0,0,D,Sassuolo,15,5.9,5.73,0,0,0,0,0,0,1,0,5,1,0,D,Sassuolo,4,6,6.62,1,0,0,0,0,0,0,0,1,0,0
531,A,BERARDI,Sassuolo,27,6.17,6.72,4,0,0,5,3,2,4,2,10,1,0,A,Sassuolo,21,6.24,6.95,3,0,0,3,2,1,5,1,6,0,0,A,Sassuolo,31,5.56,5.65,2,0,0,4,2,2,0,1,7,1,0,A,Sassuolo,35,6.1,6.77,7,0,0,1,1,0,2,1,5,1,0
509,P,CONSIGLI,Sassuolo,37,6.15,5.16,0,38,2,0,0,0,0,0,3,1,1,P,Sassuolo,37,6.35,5.01,0,56,3,0,0,0,0,0,1,0,1,P,Sassuolo,37,6.24,4.73,0,58,1,0,0,0,0,0,2,0,0,P,Sassuolo,36,6.25,4.89,0,56,3,0,0,0,0,0,2,1,0
643,A,DEFREL,Sassuolo,31,5.92,6.63,7,0,0,0,0,0,3,0,2,1,0,A,Sassuolo,29,6.17,7.43,11,0,0,1,1,0,1,0,1,0,0,A,Roma,12,5.58,5.79,0,0,0,1,1,0,0,0,1,0,0,A,Sampdoria,35,5.97,6.94,11,0,0,0,0,0,2,0,2,0,0
517,D,DELL'ORCO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,Sassuolo,9,5.78,5.78,0,0,0,0,0,0,0,0,0,0,0,D,Sassuolo,7,6.07,6.07,0,0,0,0,0,0,0,0,0,0,0,D,Empoli,14,5.89,6.14,1,0,0,0,0,0,1,0,1,0,0
526,C,DUNCAN,Sassuolo,31,6.06,6.15,1,0,0,0,0,0,2,0,5,0,0,C,Sassuolo,19,5.92,5.97,1,0,0,0,0,0,0,0,4,0,0,C,Sassuolo,26,5.77,5.73,0,0,0,0,0,0,1,0,4,0,0,C,Sassuolo,24,6.1,6.6,4,0,0,0,0,0,4,0,6,1,0
532,A,FALCINELLI,Sassuolo,21,5.9,6.21,1,0,0,1,1,0,1,0,1,0,0,A,Crotone,36,6.08,7.12,11,0,0,2,2,0,2,0,7,0,0,A,Fiorentina,29,5.64,5.84,2,0,0,0,0,0,1,0,2,0,0,A,Bologna,11,5.45,5.55,0,0,0,0,0,0,1,0,0,0,0
519,D,GAZZOLA,Sassuolo,8,6,6.06,0,0,0,0,0,0,1,0,1,0,0,D,Sassuolo,16,5.75,5.72,0,0,0,0,0,0,1,0,3,0,0,D,Sassuolo,9,5.78,5.72,0,0,0,0,0,0,0,0,1,0,0,D,Parma,16,5.81,5.91,1,0,0,0,0,0,0,0,3,0,0
528,C,MAGNANELLI,Sassuolo,34,6.09,6.06,1,0,0,0,0,0,0,0,8,0,0,C,Sassuolo,14,6.07,6.21,1,0,0,0,0,0,0,0,2,0,0,C,Sassuolo,30,5.75,5.53,0,0,0,0,0,0,0,0,9,2,0,C,Sassuolo,23,5.87,5.76,0,0,0,0,0,0,0,0,3,1,0
529,C,MISSIROLI,Sassuolo,23,6.22,6.3,2,0,0,0,0,0,0,0,6,1,0,C,Sassuolo,12,6,5.88,0,0,0,0,0,0,0,0,3,0,0,C,Sassuolo,35,5.99,6.04,1,0,0,0,0,0,1,0,4,0,0,C,SPAL,34,5.87,5.74,0,0,0,0,0,0,0,0,9,0,0
510,P,PEGOLO,Sassuolo,2,6.25,5,0,2,0,0,0,0,0,0,1,0,0,P,Sassuolo,1,5.5,0.5,0,5,0,0,0,0,0,0,0,0,0,P,Sassuolo,2,5.5,4,0,1,0,0,0,0,0,0,0,0,1,P,Sassuolo,3,6,4.5,0,4,0,0,0,0,0,0,1,0,0
530,C,PELLEGRINI LO,Sassuolo,16,5.84,6.22,3,0,0,0,0,0,0,0,4,1,0,C,Sassuolo,28,6.14,6.88,5,0,0,1,1,0,5,2,7,1,0,C,Roma,26,5.96,6.31,3,0,0,0,0,0,1,1,2,1,0,C,Roma,25,6.18,6.46,2,0,0,0,0,0,2,2,6,0,0
521,D,PELUSO,Sassuolo,34,5.84,5.79,1,0,0,0,0,0,1,0,11,0,0,D,Sassuolo,33,5.71,5.65,1,0,0,0,0,0,1,0,12,0,0,D,Sassuolo,31,5.73,5.69,1,0,0,0,0,0,1,0,10,0,0,D,Sassuolo,16,5.62,5.66,1,0,0,0,0,0,0,0,5,0,0
536,A,POLITANO,Sassuolo,21,6.19,6.88,5,0,0,0,0,0,1,0,3,0,0,A,Sassuolo,32,6.27,6.81,3,0,0,2,2,0,4,1,5,0,0,A,Sassuolo,36,6.14,6.9,10,0,0,2,0,2,4,0,1,0,0,A,Inter,36,6.04,6.51,5,0,0,0,0,0,4,1,4,1,0
789,A,TROTTA,Sassuolo,6,5.67,6.17,1,0,0,0,0,0,0,0,0,0,0,A,Crotone,27,5.8,6.24,2,0,0,1,1,0,4,0,2,0,0,A,Crotone,32,5.94,6.53,5,0,0,3,2,1,2,0,2,0,0,A,Frosinone,8,5.44,5.44,0,0,0,0,0,0,0,0,0,0,0
555,C,ACQUAH,Torino,29,5.97,6.09,2,0,0,0,0,0,2,0,9,0,0,C,Torino,16,5.97,6.09,2,0,0,0,0,0,0,0,2,3,0,C,Torino,16,5.72,5.75,1,0,0,0,0,0,0,0,3,1,0,C,Empoli,22,5.91,6.09,2,0,0,0,0,0,0,0,4,0,0
556,C,BASELLI,Torino,33,6.21,6.52,4,0,0,0,0,0,0,1,6,0,0,C,Torino,34,6.09,6.62,6,0,0,0,0,0,3,0,6,0,0,C,Torino,31,5.81,6.02,4,0,0,0,0,0,1,0,11,1,0,C,Torino,34,6.07,6.38,4,0,0,0,0,0,1,0,5,0,0
441,A,BELOTTI,Torino,34,6.21,7.29,8,0,0,4,4,0,3,0,4,0,0,A,Torino,35,6.56,8.54,24,0,0,5,2,3,3,0,5,0,0,A,Torino,32,5.94,6.75,10,0,0,2,0,2,3,0,2,0,0,A,Torino,37,6.19,7.28,10,0,0,6,5,1,1,0,5,0,0
557,C,BENASSI,Torino,28,6.07,6.3,3,0,0,0,0,0,1,0,7,0,0,C,Torino,27,6,6.54,5,0,0,0,0,0,2,0,5,0,0,C,Fiorentina,35,5.86,6.26,5,0,0,0,0,0,2,0,6,0,0,C,Fiorentina,32,5.89,6.44,7,0,0,0,0,0,0,0,5,1,0
540,P,GOMIS A,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,SPAL,25,6.12,4.52,0,43,1,0,0,0,0,0,0,0,0,P,SPAL,20,6.05,4.7,0,27,0,0,0,0,0,0,0,0,0
542,P,ICHAZO,Torino,3,5.5,3.83,0,5,0,0,0,0,0,0,0,0,0,P,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Torino,3,5.67,5,0,2,0,0,0,0,0,0,0,0,0
785,A,IMMOBILE,Torino,14,6.36,7.36,3,0,0,3,2,1,3,0,2,0,0,A,Lazio,36,6.36,8.26,17,0,0,6,6,0,2,0,5,0,0,A,Lazio,33,6.48,9.2,22,0,0,8,7,1,8,0,3,1,0,A,Lazio,35,6.04,7.41,11,0,0,4,4,0,6,0,6,0,0
550,D,MAKSIMOVIC,Torino,16,5.66,5.62,0,0,0,0,0,0,1,0,3,0,0,D,Napoli,8,5.56,5.88,1,0,0,0,0,0,0,0,1,0,0,D,Napoli,1,6,6,0,0,0,0,0,0,0,0,0,0,0,D,Napoli,17,5.88,5.76,0,0,0,0,0,0,0,0,4,0,0
551,D,MOLINARO,Torino,26,5.75,5.77,1,0,0,0,0,0,0,0,3,1,0,D,Torino,10,5.75,5.85,0,0,0,0,0,0,2,0,2,0,0,D,Torino,20,5.72,5.72,0,0,0,0,0,0,1,0,2,0,0,D,Frosinone,14,5.61,5.54,0,0,0,0,0,0,0,0,2,0,0
552,D,MORETTI,Torino,35,5.93,5.96,1,0,0,0,0,0,0,0,4,0,0,D,Torino,23,5.85,5.96,1,0,0,0,0,0,2,0,5,0,0,D,Torino,22,5.89,5.75,0,0,0,0,0,0,0,0,6,0,0,D,Torino,23,5.96,5.85,0,0,0,0,0,0,0,0,5,0,0
560,C,OBI,Torino,8,5.69,5.88,1,0,0,0,0,0,0,0,1,1,0,C,Torino,20,5.82,5.8,0,0,0,0,0,0,1,0,3,0,0,C,Torino,21,6.14,6.83,5,0,0,0,0,0,1,0,3,0,0,C,Chievo,10,5.75,6,1,0,0,0,0,0,0,0,1,0,0
543,P,PADELLI,Torino,35,6.03,4.5,0,50,0,0,0,0,0,0,3,0,1,P,Torino,2,6,4,0,4,0,0,0,0,0,0,0,0,0,P,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,D,ADNAN,Udinese,28,6.02,6.05,1,0,0,0,0,0,1,0,6,0,0,D,Udinese,14,5.57,5.5,0,0,0,0,0,0,0,0,2,0,0,D,Udinese,22,5.95,5.82,0,0,0,0,0,0,1,0,4,0,1,D,Atalanta,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0,0
589,C,BADU,Udinese,33,6.11,6.41,4,0,0,0,0,0,1,0,6,0,0,C,Udinese,28,6.05,6.12,0,0,0,0,0,0,3,0,2,0,0,C,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Udinese,3,6,6,0,0,0,0,0,0,0,0,0,0,0
813,C,BALIC,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Udinese,4,6,6.62,1,0,0,0,0,0,0,0,1,0,0,C,Udinese,17,5.62,5.62,0,0,0,0,0,0,0,1,2,0,0,C,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,D,DANILO,Udinese,34,5.75,5.56,0,0,0,0,0,0,0,0,9,2,0,D,Udinese,36,5.83,5.79,2,0,0,0,0,0,0,0,9,1,1,D,Udinese,32,5.77,5.67,1,0,0,0,0,0,0,0,8,0,1,D,Bologna,35,6.01,6.04,1,0,0,0,0,0,0,0,4,0,0
708,D,FELIPE,Udinese,26,5.81,5.71,1,0,0,0,0,0,1,0,11,1,0,D,Udinese,32,5.84,5.83,1,0,0,0,0,0,1,0,9,0,0,D,SPAL,30,5.78,5.75,1,0,0,0,0,0,0,0,6,1,0,D,SPAL,28,5.84,5.96,3,0,0,0,0,0,1,0,13,0,0
626,C,HALLFREDSSON,Udinese,26,5.9,5.73,0,0,0,0,0,0,1,0,11,0,0,C,Udinese,27,5.96,5.89,0,0,0,0,0,0,2,1,10,0,0,C,Udinese,16,5.78,5.5,0,0,0,0,0,0,0,0,5,0,1,C,Udinese,8,5.5,5.75,1,0,0,0,0,0,0,0,2,0,0
583,D,HEURTAUX,Udinese,14,5.71,5.57,0,0,0,0,0,0,0,0,4,0,0,D,Udinese,9,5.78,5.72,0,0,0,0,0,0,1,0,3,0,0,D,Verona,17,5.47,5.35,0,0,0,0,0,0,0,0,2,1,0,D,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,P,KARNEZIS,Udinese,38,6.13,4.63,0,60,1,0,0,0,0,0,0,0,0,P,Udinese,33,6.12,4.71,0,45,0,0,0,0,0,0,3,0,0,P,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Napoli,9,6.11,5.33,0,7,0,0,0,0,0,0,0,0,0
605,A,PERICA,Udinese,10,5.85,6.4,2,0,0,0,0,0,0,0,1,0,0,A,Udinese,26,5.94,6.62,6,0,0,0,0,0,1,0,4,0,0,A,Udinese,20,5.58,5.58,1,0,0,0,0,0,0,0,6,0,0,A,Frosinone,7,5.07,4.86,0,0,0,0,0,0,0,0,3,0,0
574,P,SCUFFET,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,Udinese,6,6.25,4.42,0,11,0,0,0,0,0,0,0,0,0,P,Udinese,6,5.67,4.33,0,11,1,0,0,0,0,0,0,0,0,P,Udinese,9,6.11,4.67,0,13,0,0,0,0,0,0,0,0,0
606,A,THEREAU,Udinese,35,6.07,7.04,11,0,0,0,0,0,3,0,2,1,0,A,Udinese,33,5.88,6.86,11,0,0,2,1,1,1,0,3,0,0,A,Fiorentina,20,6,7.15,3,0,0,4,4,0,3,0,2,0,0,A,Cagliari,4,5.75,5.75,0,0,0,0,0,0,0,0,1,0,0
600,C,VERRE,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,Pescara,28,5.77,5.73,0,0,0,0,0,0,1,0,2,1,0,C,Sampdoria,7,5.57,5.43,0,0,0,0,0,0,0,0,2,0,0,C,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,D,WAGUE,Udinese,21,5.6,5.43,0,0,0,0,0,0,0,0,5,1,0,D,Udinese,6,5.42,5.25,0,0,0,0,0,0,0,0,2,0,0,D,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0,0,D,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0,0
608,A,ZAPATA D,Udinese,24,6.06,7.04,8,0,0,0,0,0,2,0,6,0,0,A,Udinese,38,5.88,6.68,9,0,0,1,1,0,2,0,3,0,0,A,Sampdoria,30,6.22,7.4,11,0,0,0,0,0,3,0,1,0,0,A,Atalanta,37,6.45,8.35,22,0,0,2,1,1,7,0,5,0,0
610,P,GOLLINI,Verona,26,6.21,4.48,0,44,0,0,0,0,0,0,2,0,0,P,Atalanta,4,6.12,5.75,0,1,0,0,0,0,0,0,1,0,0,P,Atalanta,7,6.07,5.5,0,4,0,0,0,0,0,0,0,0,0,P,Atalanta,20,6.22,5.15,0,21,0,0,0,0,0,0,1,0,0
615,D,HELANDER,Verona,24,5.69,5.85,2,0,0,0,0,0,0,0,4,0,0,D,Bologna,10,5.65,5.8,1,0,0,0,0,0,0,0,3,0,0,D,Bologna,28,5.86,5.75,0,0,0,0,0,0,0,0,6,0,0,D,Bologna,19,5.74,5.58,0,0,0,0,0,0,0,0,6,0,0
627,C,IONITA,Verona,29,5.9,6.34,4,0,0,0,0,0,2,0,2,0,0,C,Cagliari,17,6.03,6.47,3,0,0,0,0,0,1,0,5,0,0,C,Cagliari,35,5.76,5.73,0,0,0,0,0,0,1,0,4,0,0,C,Cagliari,37,5.76,5.97,3,0,0,0,0,0,2,0,4,1,0
611,P,RAFAEL,Verona,12,5.67,4.08,0,18,0,0,0,0,0,0,0,1,0,P,Cagliari,21,6.29,5.19,0,32,3,0,0,0,0,0,0,0,0,P,Cagliari,10,6.1,4.95,0,11,0,0,0,0,0,0,1,0,0,P,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,D,SAMIR,Verona,3,5.83,6.67,1,0,0,0,0,0,0,0,1,0,0,D,Udinese,21,6.05,6.07,0,0,0,0,0,0,2,0,3,0,0,D,Udinese,31,5.56,5.48,2,0,0,0,0,0,0,0,7,1,2,D,Udinese,21,5.88,6.05,2,0,0,0,0,0,1,0,7,0,0
631,C,VIVIANI,Verona,19,6.16,6.79,3,0,0,0,0,0,0,6,4,1,0,C,Bologna,15,6.03,6.4,2,0,0,0,0,0,2,0,3,1,0,C,SPAL,29,6.07,6.19,3,0,0,1,0,1,1,1,9,0,0,C,Frosinone,5,5.4,5.3,0,0,0,0,0,0,0,0,1,0,0